PDF File Name,Summary_T5,Summary_Gemini,Summary_Gpt4,Summary_Gpt3,Summary_BART
0,ad-hoc retrieval task is formalized as a matching problem between two pieces of text . ad-hoc retrieval task is mainly about relevance matching while most NLP tasks concern semantic matching .,"A deep relevance matching model (DRMM) is proposed for ad-hoc retrieval. DRMM addresses the unique characteristics of ad-hoc retrieval by handling exact matching signals, query term importance, and diverse matching requirements through a joint deep architecture at the query term level. Experiments demonstrate DRMM's significant outperformance over existing retrieval models and state-of-the-art deep matching models.","Despite the success of deep neural networks in various fields, their application in ad-hoc retrieval has been limited due to inadequate handling of key task characteristics. This paper introduces a novel deep relevance matching model (DRMM) that effectively addresses relevance through a specialized architecture, significantly outperforming existing models in benchmark tests.","Recent advancements in deep neural networks have revolutionized various fields, yet ad-hoc retrieval tasks have seen limited success with deep models. Addressing this gap, a novel Deep Relevance Matching Model (DRMM) is proposed, emphasizing relevance matching over semantic matching. By integrating matching histogram mapping and term gating network, the DRMM outperforms existing retrieval models.","A Deep Relevance Matching Model for Ad-hoc RetrievalABSTRACT MATCHING MACHINESIn recent years, deep neural networks have led to exciting breakthroughs in speech recognition, computer vision, and"
1,our linear attention transformers achieve similar performance to vanilla transformers and they are up to 4000x faster on autoregressive prediction of very long sequences .,"Fast Autoregressive Transformers reduce computational complexity from O(N^2) to O(N) by expressing attention as a linear dot-product of kernel feature maps. This allows for iterative implementation, accelerating autoregressive transformers and linking them to recurrent neural networks. Despite comparable performance to vanilla transformers, linear transformers exhibit significantly faster autoregressive prediction on long sequences, with a maximum speed improvement of 4000x.","The research introduces a linear attention mechanism for transformers, reducing computational complexity from O(N^2) to O(N) by utilizing kernel feature maps and matrix product associativity. This approach significantly speeds up autoregressive transformers—up to 4000 times faster—while maintaining performance, and highlights similarities with recurrent neural networks.","Linear Transformers are proposed to accelerate Autoregressive Transformers by expressing self-attention as a linear dot-product, reducing complexity from O(N^2) to O(N). This formulation enables an iterative implementation, significantly speeding up autoregressive prediction. Linear Transformers achieve comparable performance to vanilla transformers and are up to 4000x faster for long sequences.","Fast Autoregressive Transformers with Linear AttentionTransformers achieve remarkable performance in several tasks but due to their quadratic complexity, with respect to the input’s length, they are prohibitively slow for very long sequences. To"
2,"large transformer models can be expensive to train, especially on long sequences . we introduce two techniques to improve the efficiency of large transformer models . the reformer model performs on par with Transformer models while being much more memory-efficient","The Reformer is a Transformer model that uses locality-sensitive hashing attention and reversible residual layers to improve efficiency. These techniques reduce the computational complexity of the attention mechanism and allow for memory savings during training. As a result, the Reformer performs comparably to Transformer models but is more memory-efficient and faster on long sequences.",The Reformer introduces two innovations to enhance Transformer efficiency: locality-sensitive hashing to reduce attention complexity from O(L^2) to O(LlogL) and reversible residual layers that minimize memory usage during training. These advancements enable the Reformer to match traditional Transformer performance but with greater speed and memory efficiency on long sequences.,"""Reformer: The Efficient Transformer"" introduces two techniques to enhance Transformer efficiency. By utilizing locality-sensitive hashing and reversible residual layers, the model achieves state-of-the-art results while significantly reducing memory usage and speeding up processing on long sequences. This innovation addresses the high cost of training large Transformer models effectively.",REFORMER: THE EFFICIENT TRANSFORMERABSTRACT OF TRANSFORMERSLarge Transformer models routinely achieve state-of-the-art results on a number of tasks but training these models can be prohibitively costly
3,axiomatic attribution for deep networks is a problem previously studied . it is based on two fundamental axioms: sensitivity and implementation invariance . the method requires no modification to,"Axiomatic Attribution for Deep Networks proposes a new attribution method called Integrated Gradients that satisfies two fundamental axioms: Sensitivity and Implementation Invariance. Unlike existing methods, Integrated Gradients is simple to implement and requires no modifications to the original network. Experiments demonstrate its effectiveness in debugging, rule extraction, and improving user engagement with deep learning models across various domains, including image, text, and chemistry.","This research addresses the challenge of attributing deep network predictions to input features, identifying two key axioms—Sensitivity and Implementation Invariance—that many existing methods fail to meet. The study introduces a new, simple-to-implement method, Integrated Gradients, which effectively enhances model transparency and user interaction across various applications.","This study introduces two key axioms, Sensitivity and Implementation Invariance, for attributing deep network predictions to input features. Existing methods fail to meet these axioms, highlighting a critical weakness. The proposed Integrated Gradients method, guided by these axioms, is simple to implement and effective in debugging networks, extracting rules, and enhancing user interaction with models.","Axiomatic Attribution for Deep NetworksAbstract:We study the problem of attributing the prediction of a deep network to its input features, a problem previously studied by several other works. We identify two fundamental axioms—Sensitivity and"
4,bag-of-words features are a popular feature in machine learning . they lose the order of the words and ignore semantics of the words .,"Paragraph Vector, an unsupervised algorithm, addresses the limitations of bag-of-words text representation by preserving word order and considering word semantics. This algorithm creates fixed-length feature vectors for variable-length texts, enabling prediction of document words from the vector. Empirical evaluations demonstrate Paragraph Vector's superiority over bag-of-words and other text representation techniques, resulting in improved performance on tasks like text classification and sentiment analysis.","The paper introduces Paragraph Vector, an unsupervised algorithm that learns fixed-length feature representations from texts, addressing the limitations of bag-of-words models by preserving word order and capturing semantics. This method outperforms traditional models and achieves state-of-the-art results in text classification and sentiment analysis tasks.","The paper introduces Paragraph Vector, an innovative unsupervised algorithm that learns fixed-length feature representations from variable-length texts. Overcoming the limitations of bag-of-words models, it captures word semantics and order. Empirical evidence demonstrates its superiority in text representation, achieving state-of-the-art results in text classification and sentiment analysis tasks.","Distributed Representations of Sentences and DocumentsMany machine learning algorithms require the input to be represented as a fixed-length feature vector. When it comes to texts, one of the most common fixed- length features is bag-of-"
5,BIGBIRD is a sparse attention mechanism that reduces quadratic dependency on sequence length . it can handle sequences of length up to 8x of what was previously possible using similar hardware .,"BIGBIRD, a sparse attention mechanism, addresses the quadratic dependency of Transformers on sequence length, reducing it to linear. BIGBIRD approximates sequence functions universally and is Turing complete. It enables handling sequences up to 8x longer, boosting NLP tasks like question answering and summarization, and finds novel applications in genomics.","The proposed BIGBIRD model introduces a sparse attention mechanism to Transformers, significantly reducing memory dependency from quadratic to linear, enabling processing of sequences up to 8 times longer. This enhancement preserves full model capabilities, improves NLP task performance, and opens new applications in genomics, maintaining Turing completeness and universal approximation.","BIGBIRD, a sparse attention mechanism, addresses the quadratic dependency issue in Transformers models like BERT, enabling handling of longer sequences. It is a universal approximator of sequence functions, Turing complete, and significantly boosts NLP task performance. The proposed sparse attention extends sequence length capabilities by 8x, enhancing applications in genomics data.","Big Bird: Transformers for Longer SequencesTransformers-based models, such as BERT, have been one of the most successful deep learning models for NLP. Unfortunately, one of their core limitations is the quadratic dependency"
6,a key solution to QA systems is to retrieve the most similar question of a given question . most existing models for PI and NLI have at least two problems: they rely on a large amount of labeled,"Transfer learning is applied to paraphrase identification (PI) and natural language inference (NLI) for question-answering systems. The proposed framework simultaneously learns shared representations and domain relationships. An efficient hybrid model combines sentence encoding and interaction for improved performance. Experiments show that transfer learning significantly boosts performance, capturing insightful inter-domain and intra-domain relationships. The model's deployment in an online chatbot demonstrates practical improvements.","This paper explores transfer learning for paraphrase identification (PI) and natural language inference (NLI) in question-answering systems, proposing a framework that learns both shared representations and domain relationships. It introduces a hybrid model combining sentence encoding and interaction methods, demonstrating significant performance improvements in e-commerce applications and insights into domain relationships.","This paper explores transfer learning for paraphrase identification and natural language inference in question-answering systems. By simultaneously learning shared representations and domain relationships, a hybrid model is proposed for efficient adaptation of knowledge across domains. Experimental results show promising performance improvements, with the model successfully deployed in an online chatbot system.","Modelling Domain Relationships for Transfer Learning on Retrieval-based Question Answering Systems in E-commerceABSTRACT: Transfer Learning for Queries and Natural Language Indicators (PI and NLI)Nowadays, it"
7,a hierarchical attention network is proposed for document classification . the model has two levels of attention mechanisms applied at the word- and sentence-level .,"The proposed hierarchical attention network for document classification incorporates a hierarchical structure mirroring document structure and two attention levels at word- and sentence-level. This enables differential attention to important content during document representation construction. Experiments on six text classification tasks show significant performance improvements over previous methods. Attention layer visualization reveals the model's selection of relevant words and sentences, demonstrating its effectiveness.","The proposed hierarchical attention network enhances document classification by mirroring document structure and incorporating dual-level attention mechanisms at both word and sentence levels. This architecture significantly outperforms existing methods in extensive text classification tasks, with visualizations confirming its ability to identify key words and sentences effectively.","Proposing a novel hierarchical attention network for document classification, this model mirrors the document's structure and incorporates two levels of attention mechanisms at the word and sentence levels. Outperforming previous methods on large-scale text classification tasks, the model selectively attends to important content, as evidenced by visualization of attention layers selecting informative words and sentences.",Hierarchical Attention Networks for Document ClassificationWe propose a hierarchical attention network for document classification. Our model has two distinctive characteristics: (i) it has a hierarchical structure that closely mirrors the hierarchical structure of documents; (ii) it
8,paper develops neural summarization model which can process multiple documents . model can encode documents in a hierarchical manner . model learns latent dependencies among textual units .,"This paper presents a hierarchical Transformer model for multi-document summarization. The model effectively encodes multiple documents, capturing cross-document relationships through an attention mechanism. It incorporates both latent dependencies and explicit graph representations. Experimental results on the WikiSum dataset show significant improvements over baselines, demonstrating the model's effectiveness in abstractive multi-document summarization.","This paper introduces a neural summarization model that enhances the Transformer architecture to hierarchically encode multiple documents, utilizing an attention mechanism to represent cross-document relationships and process latent and explicit textual dependencies. Empirical tests on the WikiSum dataset show significant improvements over existing baselines.","This paper introduces a neural summarization model, Hierarchical Transformers, for multi-document summarization. The model encodes documents hierarchically and captures cross-document relationships using an attention mechanism. It outperforms strong baselines on the WikiSum dataset by learning latent dependencies and leveraging explicit graph representations for improved abstractive summaries.","Hierarchical Transformers for Multi-Document SummarizationIn this paper, we develop a neural summarization model which can effectively process multiple input documents and distill abstractive summaries. Our model augments a previously proposed Transformer"
9,sentence embeddings are an important component of many natural language processing (NLP) systems . the highest performing solutions for learning sentence embeddings require labelled data .,"DeCLUTR introduces an unsupervised method for learning sentence embeddings using deep contrastive learning. It eliminates the need for labeled training data, making it applicable to a wider range of languages and domains. By leveraging transformer-based language models and scaling with training data size, DeCLUTR achieves competitive performance to supervised methods without requiring labeled data.","DeCLUTR introduces a self-supervised method for learning universal sentence embeddings without labeled data, leveraging deep metric learning. This approach enhances transformer-based models, narrowing the performance gap with supervised methods. It scales with data and model size, offering publicly available code and models for broad adaptability and application.","DeCLUTR introduces Deep Contrastive Learning for Unsupervised Textual Representations, offering a self-supervised approach for learning universal sentence embeddings without the need for labelled data. By leveraging deep metric learning techniques, this method enhances transformer-based language models, bridging the performance gap between unsupervised and supervised pre-training for sentence encoders. The scalability of learned embeddings is demonstrated to improve with increased trainable parameters and unlabelled training data.","DeCLUTR: Deep Contrastive Learning for Unsupervised Textual RepresentationsSentence embeddings are an important component of many natural language processing (NLP) systems. Like word embeddentings, sentence embedd"
