PDF File Name,Summary_T5,Summary_Gemini,Summary_Gpt4,Summary_Gpt3,Summary_BART
0,"mobile edge computing (MEC) is an emerging architecture where cloud computing services are extended to the edge of networks . it can be applied to mobile, wireless, and wire-line scenarios, using software and hardware platforms .","Mobile Edge Computing (MEC) brings cloud services closer to users, reducing latency. It integrates various service providers and vendors for seamless mobile experiences. MEC plays a crucial role in 5G architecture, enabling innovative applications that demand ultra-low latency. This survey provides an overview of MEC, including its definition, advantages, architectures, and applications. It also discusses security and privacy concerns and highlights future research directions.","This survey paper explores Mobile Edge Computing (MEC), an innovative architecture integrating cloud services at network edges, crucial for 5G and applications demanding ultra-low latency. It covers MEC's definition, benefits, architectures, and applications, emphasizing ongoing research, future directions, and addressing security and privacy concerns.","Mobile Edge Computing (MEC) extends cloud services to network edges via mobile base stations, offering seamless integration for various scenarios. It is crucial in 5G architecture for low-latency applications. This survey covers MEC's definition, advantages, architectures, applications, research, and future prospects, including security and privacy concerns with existing solutions.","Mobile Edge Computing: A SurveyMobile edge computing (MEC) is an emergent architecture where cloud computing services are extended to the edge of networks leveraging mobile base stations. As a promising edge technology, it can be applied to mobile,"
1,study aims to review recent progress on self-adaptivity from the standpoint of computer sciences and cybernetics . main goal is to review progress on self-adaptivity from the standpoint of computer sciences and cybernetics .,"Self-adaptive systems can monitor and modify their behavior to enhance functionality and performance. Despite extensive research on system adaptivity, software remains a crucial element. This study analyzes recent advances in self-adaptivity from a computer science and cybernetics perspective, reviewing current methods and techniques. It highlights research challenges and key research issues to facilitate the effective application of self-adaptive technology in emerging areas.","This survey reviews the evolution and current state of self-adaptive software systems, which autonomously modify behavior to improve performance or functionality. It highlights the significance of software engineering in developing versatile self-adaptive systems across various domains, analyzing contemporary methods, European projects, and identifying key research challenges and bottlenecks.","Self-adaptive software evaluates and adjusts its behavior to meet intended goals or enhance performance. Explored since the 60s, recent focus on self-adaptivity in various domains emphasizes software's pivotal role. This study reviews advancements in computer science and software engineering, highlighting methods, European initiatives, and key research challenges for effective self-adaptive system implementation.","Self-adaptive systems: A survey of current approaches, research challenges and applicationsSelf-Adaptive software is capable of evaluating and changing its own behavior, whenever the evaluation shows that the software is not accomplishing what it was intended to"
2,"survey of mobile edge computing: the communication perspective . main feature of MEC is to push mobile computing, network control, and storage to the network edges .","Mobile edge computing (MEC) pushes computing to network edges for low latency and reduced energy consumption. This survey focuses on joint radio-and-computational resource management in MEC. It highlights the challenges and future directions, including MEC system deployment, cache-enabled MEC, mobility management, green MEC, and privacy-aware MEC. The paper also covers standardization efforts and application scenarios for MEC.","This survey examines the shift in mobile computing towards Mobile Edge Computing (MEC), driven by IoT and 5G, highlighting its benefits in reducing latency and energy consumption. It explores MEC's integration of wireless communications and mobile computing, addressing challenges and future research directions, and discusses standardization efforts and applications.","Recent years have witnessed a shift from centralized mobile cloud computing to mobile edge computing (MEC), driven by IoT and 5G. MEC pushes computing to network edges, promising reduced latency and energy consumption. Extensive research efforts aim to merge wireless communications and mobile computing, focusing on resource management. Standardization and application scenarios are also discussed.","A Survey on Mobile Edge Computing: The Communication PerspectiveDriven by the visions of Internet of Things and 5G communications, recent years have seen a paradigm shift in mobile computing, from the centralized mobile cloud computing toward mobile edge computing (M"
3,"fog/edge computing is an upcoming computing paradigm . fog/edge resources are typically resource-constrained, heterogeneous, and dynamic compared to the cloud . this article reviews publications as early as 1991, with 85%","Fog/edge computing brings data processing closer to user devices using decentralized resources. Resource management is crucial in this context due to resource constraints, heterogeneity, and dynamism. This survey, covering publications from 1991 to 2018, analyzes resource management architectures, infrastructure, and algorithms in fog/edge computing, providing insights and challenges for future research.","This survey reviews the evolution and challenges of fog/edge computing, a paradigm that processes data near user devices, unlike centralized cloud computing. It highlights the resource management complexities due to the constrained, heterogeneous, and dynamic nature of fog/edge resources, analyzing literature primarily from 2013 to 2018.","Summary: Fog/edge computing utilizes decentralized resources closer to user devices, challenging traditional cloud-centric approaches. This survey examines resource management strategies for the dynamic, heterogeneous fog/edge environment, reviewing publications from 1991 to 2018 to classify architectures and algorithms. Addressing these challenges is crucial for optimizing performance in this emerging computing paradigm.","Resource Management in Fog/Edge Computing: A SurveyAbstract —Contrary to using distant and centralized cloud data center resources, employing decentralized resources at the edge of a network for processing data closer to user devices, such as smartphones and tablets,"
4,a survey of end-edge-cloud orchestrated network computing paradigms is presented . the paper presents a comprehensive survey of these emerging computing paradigms .,"With the rise of IoT devices and data, centralized cloud computing faces challenges in meeting latency and context-aware service requirements. Edge computing paradigms, including Transparent Computing, Mobile Edge Computing, Fog Computing, and Cloudlet, have emerged to leverage distributed resources at the network edge. These paradigms form a hierarchical End-Edge-Cloud orchestrated architecture, improving IoT system performance. This survey provides a comprehensive overview of these paradigms, addressing their architectures, characteristics, and research advancements in computation offloading, caching, security, and privacy.","The paper surveys emerging network computing paradigms—Transparent Computing, Mobile Edge Computing, Fog Computing, and Cloudlet—addressing IoT challenges by shifting from centralized to distributed edge computing. It explores their architectures, characteristics, and roles in enhancing IoT via end-edge-cloud orchestration, discussing computation offloading, caching, security, and privacy.","The paper explores the evolution from cloud to edge computing paradigms like Transparent Computing, Mobile Edge Computing, Fog Computing, and Cloudlet to address IoT challenges. These paradigms integrate end devices, edge servers, and cloud to enhance IoT system performance. The survey compares architectures, discusses research areas, and suggests future research directions for continuous improvement.","A Survey on End-Edge-Cloud Orchestrated Network Computing Paradigms: Transparent Computing, Mobile Edge Computing, Fog Computing, and CloudletThe abstract of the paper ""A SurveyOn End-edge-cloud Orchestr"
5,a 3D framework illustrates the learning aspects of CSAS . the framework enables the selection of learning techniques and models .,"Researchers analyzed existing Collective Self-Adaptive Systems (CSAS) with learning capabilities to identify challenges and provide a framework. They developed a 3D framework considering autonomy, knowledge access, and behavior. This framework helps select suitable learning models and techniques for CSAS. The study highlights open challenges such as developing collaborative, resilient, and privacy-aware mechanisms for CSAS.","This abstract discusses collective self-adaptive systems (CSAS), which are multi-agent systems capable of complex tasks in uncertain environments due to their learning capabilities. Despite the prevalence of learning in CSAS, choosing appropriate models is challenging. The paper introduces a 3D framework to aid in selecting learning techniques, addressing autonomy, knowledge access, and behavior, and identifies future research needs in collaborative and privacy-aware mechanisms for CSAS.","Collective self-adaptive systems (CSAS) are interconnected systems with multiple agents capable of learning to tackle challenges in uncertain environments. Despite the complexity of selecting suitable learning models, a 3D framework is introduced to guide the selection process based on autonomy, knowledge access, and behavior dimensions. Research gaps in collaborative, resilient, and privacy-aware mechanisms are identified.",On Learning in Collective Self-Adaptive Systems: State of Practice and a 3D FrameworkAbstract —Collective self-adaptive systems (CSAS) are distributed and interconnected systems composed of multiple agents that can perform complex tasks such as
6,"the Internet of Things (IoT) requires the integration of all available devices . developing such systems is a challenging, error-prone, and time-consuming task . there is a lack of taxonomies on design","Design patterns can simplify the development of self-adaptive systems in the Internet of Things (IoT). This paper presents a taxonomy of design patterns for self-adaptive systems, which can be applied to IoT systems to improve their adaptability. The taxonomy includes patterns for various aspects of self-adaptation, such as adaptation monitoring, decision-making, and execution. The applicability of the design patterns is demonstrated through an Industrial IoT case study.","This paper presents a taxonomy of design patterns for self-adaptive systems, aiming to enhance integration and adaptivity in IoT environments. It addresses the challenges of developing such systems by proposing optimized solutions and discusses their practical application in an Industrial IoT case study.","The integration of diverse devices in the Internet of Things (IoT) poses challenges in developing self-adaptive systems. Design patterns offer proven solutions, yet a taxonomy specific to self-adaptive systems is lacking. This paper introduces a taxonomy of design patterns for self-adaptive systems, with potential applications in supporting adaptivity in IoT systems.","An Overview of Design Patterns for Self-Adaptive Systems in the Context of the Internet of ThingsABSTRACT: The Internet of things (IoT) requires the integration of all available, highly specialized, and heterogeneous devices,"
7,mobile edge computing (MEC) brings computation and storage resources to the edge of mobile network . the MEC can run computationally demanding applications at the UEs while meeting strict delay requirements .,"Mobile Edge Computing (MEC) brings computation and storage resources closer to mobile users, enabling demanding applications with low latency. This survey comprehensively reviews MEC architecture, focusing on computation offloading. It covers key areas: decision-making, resource allocation, and mobility management. The paper highlights the importance of MEC in extending battery life and meeting real-time application requirements, while discussing standardization efforts and open research challenges.","This survey explores Mobile Edge Computing (MEC), which addresses the latency issues in cloud computing by bringing computational resources to the network's edge, enhancing the performance of demanding mobile applications. It discusses MEC integration, standardization, and focuses on computation offloading, including decision-making, resource allocation, and mobility management, while highlighting ongoing research challenges.","Mobile Edge Computing (MEC) addresses the limitations of running demanding applications on mobile devices by bringing computation resources to the network edge. This survey explores MEC's role in enhancing user experience, discussing use cases, integration with mobile networks, and challenges. MEC enables real-time processing at the edge, improving efficiency and reducing delays.","Mobile Edge Computing: A Survey on Architecture and Computation OffloadingTechnological evolution of mobile user equipment (UEs), such as smartphones or laptops, goes hand-in-hand with evolution of new mobile applications. However, running comput"
8,"the Edge computing paradigm provides low latency, mobility, and location awareness support . the article concludes with identifying the requirements and discuss open research challenges in Edge computing .","Edge computing is a paradigm that connects cloud computing to end users, enabling low latency and location awareness for delay-sensitive applications. This survey reviews recent advancements in Edge computing, including Mobile Edge Computing, Cloudlet, and Fog computing. Edge computing finds applications in diverse areas where response time is critical, such as 5G, IoT, and augmented reality. The article concludes by identifying research challenges and open questions in Edge computing.","The survey on Edge computing highlights its critical role in enabling technologies like 5G and IoT by providing low latency and location awareness, essential for real-time applications. It reviews developments in Mobile Edge Computing, Cloudlet, and Fog computing, offering insights into current solutions and future challenges in the field.","""Edge computing, a pivotal technology connecting cloud services to end users, enables low latency for delay-sensitive applications like 5G and IoT. This survey reviews recent advancements such as Mobile Edge Computing and Fog computing, emphasizing core applications and real-life importance. It also addresses research challenges, providing insights for future developments.""","Edge Computing: A SurveyIn recent years, the Edge computing paradigm has gained considerable popularity in academic and industrial circles. It serves as a key enabler for many future technologies like 5G, Internet of Things (IoT),"
9,self-adaptive systems address the complexity of information systems . mobile devices are becoming more and more important . we propose to extend the definition of SASs and include context adaptation .,"Self-adaptive systems (SASs) offer a solution to the maintenance challenges posed by the growing complexity of information systems. This paper proposes an extended definition of SASs to include context adaptation, driven by the need for context adaptation in mobile devices. The authors present a taxonomy of self-adaptation and a survey of SAS engineering approaches, highlighting the need for a new perspective on SASs that encompasses context adaptation.","This paper discusses the growing complexity of information systems and the rising maintenance demands, highlighting the role of self-adaptive systems (SASs) in addressing these challenges. It proposes an expanded definition of SASs to include context adaptation, supported by a new taxonomy and a comprehensive survey on engineering SASs.","The rise in system complexity has heightened maintenance and configuration efforts. Self-adaptive systems (SASs) offer a solution, crucial in the era of pervasive computing and mobile devices. This paper advocates expanding SASs to include context adaptation, presenting a taxonomy and survey to support this evolution in engineering approaches for SASs.","A survey on engineering approaches for self-adaptive systemsThe complexity of information systems is increasing in recent years, leading to increased effort for maintenance and configuration. Self- Adaptive systems (SASs) address this issue. Due to"
